sample_id,strain1,strain2,chrom,start,end,length
SMI008-K03-B01-M02,0,2,Pf3D7_04_v3,255939,1143965,888026
SMI008-K03-B01-M02,0,2,Pf3D7_05_v3,39872,224735,184863
SMI008-K03-B01-M02,0,2,Pf3D7_05_v3,1012192,1038517,26325
SMI008-K03-B01-M02,0,2,Pf3D7_05_v3,1113924,1204155,90231
SMI008-K03-B01-M02,0,2,Pf3D7_05_v3,1263168,1288644,25476
SMI008-K03-B01-M02,0,2,Pf3D7_06_v3,74373,592617,518244
SMI008-K03-B01-M02,0,2,Pf3D7_06_v3,619007,1111651,492644
SMI008-K03-B01-M02,0,2,Pf3D7_07_v3,477426,1265909,788483
SMI008-K03-B01-M02,0,2,Pf3D7_08_v3,164893,469434,304541
SMI008-K03-B01-M02,0,2,Pf3D7_08_v3,1138146,1278610,140464
SMI008-K03-B01-M02,0,2,Pf3D7_09_v3,1129679,1419000,289321
SMI008-K03-B01-M02,0,2,Pf3D7_11_v3,778298,1132096,353798
SMI008-K03-B01-M02,0,2,Pf3D7_11_v3,1394203,2003008,608805
SMI008-K03-B01-M02,0,2,Pf3D7_12_v3,61435,382400,320965
SMI008-K03-B01-M02,0,2,Pf3D7_12_v3,659823,1660673,1000850
SMI008-K03-B01-M02,0,2,Pf3D7_12_v3,1670700,2155095,484395
SMI008-K03-B01-M02,0,2,Pf3D7_13_v3,1103578,1528349,424771
SMI008-K03-B01-M02,0,2,Pf3D7_13_v3,1891015,2114168,223153
SMI008-K03-B01-M02,0,2,Pf3D7_13_v3,2575636,2579361,3725
SMI008-K03-B01-M02,0,2,Pf3D7_14_v3,393389,597940,204551
SMI008-K03-B01-M02,0,2,Pf3D7_14_v3,1156254,2857953,1701699
SMI008-K03-B01-M02,0,2,Pf3D7_14_v3,2859114,3255607,396493
SMI008-K03-B01-M02,1,2,Pf3D7_01_v3,107823,178474,70651
SMI008-K03-B01-M02,1,2,Pf3D7_02_v3,805840,862030,56190
SMI008-K03-B01-M02,1,2,Pf3D7_03_v3,71040,1002946,931906
SMI008-K03-B01-M02,1,2,Pf3D7_04_v3,91817,415693,323876
SMI008-K03-B01-M02,1,2,Pf3D7_04_v3,537511,999012,461501
SMI008-K03-B01-M02,1,2,Pf3D7_05_v3,224735,683316,458581
SMI008-K03-B01-M02,1,2,Pf3D7_05_v3,831871,1204155,372284
SMI008-K03-B01-M02,1,2,Pf3D7_06_v3,592617,619007,26390
SMI008-K03-B01-M02,1,2,Pf3D7_06_v3,796597,1111651,315054
SMI008-K03-B01-M02,1,2,Pf3D7_07_v3,619957,1265909,645952
SMI008-K03-B01-M02,1,2,Pf3D7_08_v3,164893,469434,304541
SMI008-K03-B01-M02,1,2,Pf3D7_08_v3,473918,1138146,664228
SMI008-K03-B01-M02,1,2,Pf3D7_09_v3,1140901,1270380,129479
SMI008-K03-B01-M02,1,2,Pf3D7_10_v3,341106,1570149,1229043
SMI008-K03-B01-M02,1,2,Pf3D7_11_v3,110641,1126102,1015461
SMI008-K03-B01-M02,1,2,Pf3D7_11_v3,1256754,1294584,37830
SMI008-K03-B01-M02,1,2,Pf3D7_12_v3,114173,382400,268227
SMI008-K03-B01-M02,1,2,Pf3D7_12_v3,659823,1387200,727377
SMI008-K03-B01-M02,1,2,Pf3D7_13_v3,1103578,1528349,424771
SMI008-K03-B01-M02,1,2,Pf3D7_13_v3,1891015,2114168,223153
SMI008-K03-B01-M02,1,2,Pf3D7_14_v3,597940,2859114,2261174
SMI009-K03-B01-M03,0,1,Pf3D7_01_v3,95518,567657,472139
SMI009-K03-B01-M03,0,1,Pf3D7_02_v3,109248,862030,752782
SMI009-K03-B01-M03,0,1,Pf3D7_03_v3,77481,1002946,925465
SMI009-K03-B01-M03,0,1,Pf3D7_04_v3,91817,615475,523658
SMI009-K03-B01-M03,0,1,Pf3D7_04_v3,767099,1006069,238970
SMI009-K03-B01-M03,0,1,Pf3D7_04_v3,1033018,1042985,9967
SMI009-K03-B01-M03,0,1,Pf3D7_04_v3,1102846,1143965,41119
SMI009-K03-B01-M03,0,1,Pf3D7_05_v3,39872,43677,3805
SMI009-K03-B01-M03,0,1,Pf3D7_05_v3,147419,1051701,904282
SMI009-K03-B01-M03,0,1,Pf3D7_05_v3,1172818,1321074,148256
SMI009-K03-B01-M03,0,1,Pf3D7_06_v3,74373,1294070,1219697
SMI009-K03-B01-M03,0,1,Pf3D7_07_v3,77194,126292,49098
SMI009-K03-B01-M03,0,1,Pf3D7_07_v3,480458,1066647,586189
SMI009-K03-B01-M03,0,1,Pf3D7_07_v3,1260728,1380526,119798
SMI009-K03-B01-M03,0,1,Pf3D7_08_v3,75691,467879,392188
SMI009-K03-B01-M03,0,1,Pf3D7_08_v3,913439,1364499,451060
SMI009-K03-B01-M03,0,1,Pf3D7_09_v3,82153,91183,9030
SMI009-K03-B01-M03,0,1,Pf3D7_09_v3,416031,686984,270953
SMI009-K03-B01-M03,0,1,Pf3D7_09_v3,1202246,1433621,231375
SMI009-K03-B01-M03,0,1,Pf3D7_10_v3,185257,1432783,1247526
SMI009-K03-B01-M03,0,1,Pf3D7_11_v3,487557,2003008,1515451
SMI009-K03-B01-M03,0,1,Pf3D7_12_v3,61435,122749,61314
SMI009-K03-B01-M03,0,1,Pf3D7_12_v3,382400,1559609,1177209
SMI009-K03-B01-M03,0,1,Pf3D7_12_v3,1661755,1670700,8945
SMI009-K03-B01-M03,0,1,Pf3D7_13_v3,319333,2575636,2256303
SMI009-K03-B01-M03,0,1,Pf3D7_14_v3,338453,711335,372882
SMI009-K03-B01-M03,0,1,Pf3D7_14_v3,918720,1034851,116131
SMI009-K03-B01-M03,0,1,Pf3D7_14_v3,1202249,2451029,1248780
SMI009-K03-B01-M03,0,1,Pf3D7_14_v3,2671772,3255607,583835
SMI009-K03-B01-M03,0,2,Pf3D7_01_v3,95518,567657,472139
SMI009-K03-B01-M03,0,2,Pf3D7_02_v3,109248,862030,752782
SMI009-K03-B01-M03,0,2,Pf3D7_03_v3,71040,1002946,931906
SMI009-K03-B01-M03,0,2,Pf3D7_04_v3,91817,255939,164122
SMI009-K03-B01-M03,0,2,Pf3D7_04_v3,999012,1143965,144953
SMI009-K03-B01-M03,0,2,Pf3D7_05_v3,39872,43677,3805
SMI009-K03-B01-M03,0,2,Pf3D7_05_v3,147419,1038517,891098
SMI009-K03-B01-M03,0,2,Pf3D7_05_v3,1172818,1321074,148256
SMI009-K03-B01-M03,0,2,Pf3D7_06_v3,74373,796597,722224
SMI009-K03-B01-M03,0,2,Pf3D7_06_v3,1111651,1294070,182419
SMI009-K03-B01-M03,0,2,Pf3D7_07_v3,77194,197008,119814
SMI009-K03-B01-M03,0,2,Pf3D7_07_v3,344469,619957,275488
SMI009-K03-B01-M03,0,2,Pf3D7_07_v3,1001981,1380526,378545
SMI009-K03-B01-M03,0,2,Pf3D7_08_v3,75691,399774,324083
SMI009-K03-B01-M03,0,2,Pf3D7_08_v3,478351,845431,367080
SMI009-K03-B01-M03,0,2,Pf3D7_08_v3,913439,1113495,200056
SMI009-K03-B01-M03,0,2,Pf3D7_08_v3,1194820,1364499,169679
SMI009-K03-B01-M03,0,2,Pf3D7_09_v3,82153,159227,77074
SMI009-K03-B01-M03,0,2,Pf3D7_09_v3,850094,926696,76602
SMI009-K03-B01-M03,0,2,Pf3D7_09_v3,1202246,1472334,270088
SMI009-K03-B01-M03,0,2,Pf3D7_10_v3,70764,1432783,1362019
SMI009-K03-B01-M03,0,2,Pf3D7_11_v3,130041,1294584,1164543
SMI009-K03-B01-M03,0,2,Pf3D7_11_v3,1749819,1841405,91586
SMI009-K03-B01-M03,0,2,Pf3D7_12_v3,122749,400368,277619
SMI009-K03-B01-M03,0,2,Pf3D7_12_v3,1670700,2155095,484395
SMI009-K03-B01-M03,0,2,Pf3D7_13_v3,77901,1419559,1341658
SMI009-K03-B01-M03,0,2,Pf3D7_13_v3,1970443,2575636,605193
SMI009-K03-B01-M03,0,2,Pf3D7_14_v3,75894,338453,262559
SMI009-K03-B01-M03,0,2,Pf3D7_14_v3,711335,1159255,447920
SMI009-K03-B01-M03,0,2,Pf3D7_14_v3,1984927,2006084,21157
SMI009-K03-B01-M03,0,2,Pf3D7_14_v3,2070946,2406952,336006
SMI009-K03-B01-M03,0,2,Pf3D7_14_v3,2671772,3255607,583835
SMI009-K03-B01-M03,1,2,Pf3D7_01_v3,95518,567657,472139
SMI009-K03-B01-M03,1,2,Pf3D7_02_v3,109248,862030,752782
SMI009-K03-B01-M03,1,2,Pf3D7_03_v3,77481,1002946,925465
SMI009-K03-B01-M03,1,2,Pf3D7_04_v3,91817,255939,164122
SMI009-K03-B01-M03,1,2,Pf3D7_04_v3,615475,767099,151624
SMI009-K03-B01-M03,1,2,Pf3D7_04_v3,999012,1006069,7057
SMI009-K03-B01-M03,1,2,Pf3D7_04_v3,1033018,1042985,9967
SMI009-K03-B01-M03,1,2,Pf3D7_04_v3,1102846,1143965,41119
SMI009-K03-B01-M03,1,2,Pf3D7_05_v3,39872,1038517,998645
SMI009-K03-B01-M03,1,2,Pf3D7_05_v3,1051701,1321074,269373
SMI009-K03-B01-M03,1,2,Pf3D7_06_v3,74373,796597,722224
SMI009-K03-B01-M03,1,2,Pf3D7_06_v3,1111651,1294070,182419
SMI009-K03-B01-M03,1,2,Pf3D7_07_v3,77194,126292,49098
SMI009-K03-B01-M03,1,2,Pf3D7_07_v3,197008,344469,147461
SMI009-K03-B01-M03,1,2,Pf3D7_07_v3,480458,619957,139499
SMI009-K03-B01-M03,1,2,Pf3D7_07_v3,1001981,1066647,64666
SMI009-K03-B01-M03,1,2,Pf3D7_07_v3,1260728,1380526,119798
SMI009-K03-B01-M03,1,2,Pf3D7_08_v3,75691,399774,324083
SMI009-K03-B01-M03,1,2,Pf3D7_08_v3,467879,478351,10472
SMI009-K03-B01-M03,1,2,Pf3D7_08_v3,845431,1113495,268064
SMI009-K03-B01-M03,1,2,Pf3D7_08_v3,1194820,1364499,169679
SMI009-K03-B01-M03,1,2,Pf3D7_09_v3,82153,91183,9030
SMI009-K03-B01-M03,1,2,Pf3D7_09_v3,159227,416031,256804
SMI009-K03-B01-M03,1,2,Pf3D7_09_v3,686984,850094,163110
SMI009-K03-B01-M03,1,2,Pf3D7_09_v3,926696,1433621,506925
SMI009-K03-B01-M03,1,2,Pf3D7_10_v3,185257,1570149,1384892
SMI009-K03-B01-M03,1,2,Pf3D7_11_v3,110641,130041,19400
SMI009-K03-B01-M03,1,2,Pf3D7_11_v3,487557,1294584,807027
SMI009-K03-B01-M03,1,2,Pf3D7_11_v3,1749819,1841405,91586
SMI009-K03-B01-M03,1,2,Pf3D7_12_v3,382400,400368,17968
SMI009-K03-B01-M03,1,2,Pf3D7_12_v3,1559609,1661755,102146
SMI009-K03-B01-M03,1,2,Pf3D7_13_v3,319333,1419559,1100226
SMI009-K03-B01-M03,1,2,Pf3D7_13_v3,1970443,2788579,818136
SMI009-K03-B01-M03,1,2,Pf3D7_14_v3,35796,75894,40098
SMI009-K03-B01-M03,1,2,Pf3D7_14_v3,918720,1034851,116131
SMI009-K03-B01-M03,1,2,Pf3D7_14_v3,1159255,1202249,42994
SMI009-K03-B01-M03,1,2,Pf3D7_14_v3,1984927,2006084,21157
SMI009-K03-B01-M03,1,2,Pf3D7_14_v3,2070946,2406952,336006
SMI009-K03-B01-M03,1,2,Pf3D7_14_v3,2451029,3255607,804578
SMI010-K03-B02-M03,0,1,Pf3D7_01_v3,95518,492563,397045
SMI010-K03-B02-M03,0,1,Pf3D7_01_v3,497883,567657,69774
SMI010-K03-B02-M03,0,1,Pf3D7_02_v3,109248,468251,359003
SMI010-K03-B02-M03,0,1,Pf3D7_02_v3,617482,843180,225698
SMI010-K03-B02-M03,0,1,Pf3D7_02_v3,858373,862030,3657
SMI010-K03-B02-M03,0,1,Pf3D7_03_v3,71040,1002946,931906
SMI010-K03-B02-M03,0,1,Pf3D7_04_v3,91817,1143965,1052148
SMI010-K03-B02-M03,0,1,Pf3D7_05_v3,39872,1308825,1268953
SMI010-K03-B02-M03,0,1,Pf3D7_06_v3,370698,1294070,923372
SMI010-K03-B02-M03,0,1,Pf3D7_07_v3,77194,1380526,1303332
SMI010-K03-B02-M03,0,1,Pf3D7_08_v3,75691,1364499,1288808
SMI010-K03-B02-M03,0,1,Pf3D7_09_v3,82153,1472334,1390181
SMI010-K03-B02-M03,0,1,Pf3D7_10_v3,70764,557657,486893
SMI010-K03-B02-M03,0,1,Pf3D7_10_v3,1254230,1570149,315919
SMI010-K03-B02-M03,0,1,Pf3D7_11_v3,110641,2003008,1892367
SMI010-K03-B02-M03,0,1,Pf3D7_12_v3,61435,382400,320965
SMI010-K03-B02-M03,0,1,Pf3D7_12_v3,682902,739074,56172
SMI010-K03-B02-M03,0,1,Pf3D7_12_v3,892467,1668778,776311
SMI010-K03-B02-M03,0,1,Pf3D7_12_v3,1670700,2155095,484395
SMI010-K03-B02-M03,0,1,Pf3D7_13_v3,77901,860281,782380
SMI010-K03-B02-M03,0,1,Pf3D7_13_v3,1367278,2788579,1421301
SMI010-K03-B02-M03,0,1,Pf3D7_14_v3,35796,1994906,1959110
SMI010-K03-B02-M03,0,1,Pf3D7_14_v3,2379662,2451029,71367
SMI010-K03-B02-M03,0,1,Pf3D7_14_v3,3193462,3255607,62145
SMI012-K03-B02-M01,0,1,Pf3D7_01_v3,95518,525598,430080
SMI012-K03-B02-M01,0,1,Pf3D7_02_v3,805840,862030,56190
SMI012-K03-B02-M01,0,1,Pf3D7_03_v3,71040,142126,71086
SMI012-K03-B02-M01,0,1,Pf3D7_04_v3,530965,667269,136304
SMI012-K03-B02-M01,0,1,Pf3D7_04_v3,803561,1143965,340404
SMI012-K03-B02-M01,0,1,Pf3D7_05_v3,39872,74191,34319
SMI012-K03-B02-M01,0,1,Pf3D7_05_v3,475567,476920,1353
SMI012-K03-B02-M01,0,1,Pf3D7_05_v3,683316,1288644,605328
SMI012-K03-B02-M01,0,1,Pf3D7_05_v3,1318836,1321074,2238
SMI012-K03-B02-M01,0,1,Pf3D7_06_v3,74373,312207,237834
SMI012-K03-B02-M01,0,1,Pf3D7_06_v3,382976,419369,36393
SMI012-K03-B02-M01,0,1,Pf3D7_06_v3,833542,883055,49513
SMI012-K03-B02-M01,0,1,Pf3D7_06_v3,1111651,1294070,182419
SMI012-K03-B02-M01,0,1,Pf3D7_07_v3,77194,619957,542763
SMI012-K03-B02-M01,0,1,Pf3D7_07_v3,1093607,1380526,286919
SMI012-K03-B02-M01,0,1,Pf3D7_08_v3,75691,425913,350222
SMI012-K03-B02-M01,0,1,Pf3D7_08_v3,1168116,1278610,110494
SMI012-K03-B02-M01,0,1,Pf3D7_09_v3,853207,1180235,327028
SMI012-K03-B02-M01,0,1,Pf3D7_10_v3,221006,740709,519703
SMI012-K03-B02-M01,0,1,Pf3D7_10_v3,1254230,1415066,160836
SMI012-K03-B02-M01,0,1,Pf3D7_11_v3,120802,1294584,1173782
SMI012-K03-B02-M01,0,1,Pf3D7_11_v3,1992743,2003008,10265
SMI012-K03-B02-M01,0,1,Pf3D7_12_v3,61435,807679,746244
SMI012-K03-B02-M01,0,1,Pf3D7_12_v3,857386,1670700,813314
SMI012-K03-B02-M01,0,1,Pf3D7_13_v3,102848,192974,90126
SMI012-K03-B02-M01,0,1,Pf3D7_14_v3,161602,624348,462746
SMI012-K03-B02-M01,0,1,Pf3D7_14_v3,918720,2231863,1313143
SMI014-K03-B02-M02,0,1,Pf3D7_01_v3,529726,532656,2930
SMI014-K03-B02-M02,0,1,Pf3D7_01_v3,536003,567657,31654
SMI014-K03-B02-M02,0,1,Pf3D7_02_v3,109248,468251,359003
SMI014-K03-B02-M02,0,1,Pf3D7_02_v3,630737,862030,231293
SMI014-K03-B02-M02,0,1,Pf3D7_03_v3,71040,143195,72155
SMI014-K03-B02-M02,0,1,Pf3D7_03_v3,221547,1002946,781399
SMI014-K03-B02-M02,0,1,Pf3D7_04_v3,91817,133039,41222
SMI014-K03-B02-M02,0,1,Pf3D7_04_v3,255939,999012,743073
SMI014-K03-B02-M02,0,1,Pf3D7_04_v3,1036984,1141503,104519
SMI014-K03-B02-M02,0,1,Pf3D7_05_v3,383150,550283,167133
SMI014-K03-B02-M02,0,1,Pf3D7_05_v3,1184046,1321074,137028
SMI014-K03-B02-M02,0,1,Pf3D7_06_v3,74373,815124,740751
SMI014-K03-B02-M02,0,1,Pf3D7_06_v3,833542,883055,49513
SMI014-K03-B02-M02,0,1,Pf3D7_06_v3,1111651,1284838,173187
SMI014-K03-B02-M02,0,1,Pf3D7_07_v3,240864,466102,225238
SMI014-K03-B02-M02,0,1,Pf3D7_07_v3,480458,496935,16477
SMI014-K03-B02-M02,0,1,Pf3D7_07_v3,1234151,1362913,128762
SMI014-K03-B02-M02,0,1,Pf3D7_08_v3,1099848,1313796,213948
SMI014-K03-B02-M02,0,1,Pf3D7_09_v3,225542,1436348,1210806
SMI014-K03-B02-M02,0,1,Pf3D7_10_v3,75884,1570149,1494265
SMI014-K03-B02-M02,0,1,Pf3D7_11_v3,110641,779931,669290
SMI014-K03-B02-M02,0,1,Pf3D7_11_v3,1114979,1429069,314090
SMI014-K03-B02-M02,0,1,Pf3D7_12_v3,122749,749219,626470
SMI014-K03-B02-M02,0,1,Pf3D7_12_v3,1661867,2155095,493228
SMI014-K03-B02-M02,0,1,Pf3D7_13_v3,77901,285932,208031
SMI014-K03-B02-M02,0,1,Pf3D7_13_v3,1619394,2020792,401398
SMI014-K03-B02-M02,0,1,Pf3D7_14_v3,501766,918720,416954
SMI015-K03-B02-M02,0,1,Pf3D7_01_v3,125303,180328,55025
SMI015-K03-B02-M02,0,1,Pf3D7_01_v3,290195,487057,196862
SMI015-K03-B02-M02,0,1,Pf3D7_01_v3,528425,567657,39232
SMI015-K03-B02-M02,0,1,Pf3D7_02_v3,109248,206291,97043
SMI015-K03-B02-M02,0,1,Pf3D7_02_v3,468251,805840,337589
SMI015-K03-B02-M02,0,1,Pf3D7_03_v3,96841,1002946,906105
SMI015-K03-B02-M02,0,1,Pf3D7_04_v3,91817,375057,283240
SMI015-K03-B02-M02,0,1,Pf3D7_04_v3,544797,647776,102979
SMI015-K03-B02-M02,0,1,Pf3D7_04_v3,650240,812570,162330
SMI015-K03-B02-M02,0,1,Pf3D7_04_v3,999012,1143965,144953
SMI015-K03-B02-M02,0,1,Pf3D7_05_v3,39872,224735,184863
SMI015-K03-B02-M02,0,1,Pf3D7_05_v3,383150,1321074,937924
SMI015-K03-B02-M02,0,1,Pf3D7_06_v3,74373,1294070,1219697
SMI015-K03-B02-M02,0,1,Pf3D7_07_v3,77194,147345,70151
SMI015-K03-B02-M02,0,1,Pf3D7_07_v3,480458,618007,137549
SMI015-K03-B02-M02,0,1,Pf3D7_07_v3,619957,1380466,760509
SMI015-K03-B02-M02,0,1,Pf3D7_08_v3,229173,1113495,884322
SMI015-K03-B02-M02,0,1,Pf3D7_08_v3,1176482,1364499,188017
SMI015-K03-B02-M02,0,1,Pf3D7_09_v3,82153,1472334,1390181
SMI015-K03-B02-M02,0,1,Pf3D7_10_v3,70764,1254230,1183466
SMI015-K03-B02-M02,0,1,Pf3D7_10_v3,1385894,1570149,184255
SMI015-K03-B02-M02,0,1,Pf3D7_11_v3,110641,427218,316577
SMI015-K03-B02-M02,0,1,Pf3D7_11_v3,778298,2003008,1224710
SMI015-K03-B02-M02,0,1,Pf3D7_12_v3,61435,2155095,2093660
SMI015-K03-B02-M02,0,1,Pf3D7_13_v3,77901,444696,366795
SMI015-K03-B02-M02,0,1,Pf3D7_13_v3,2575636,2788579,212943
SMI015-K03-B02-M02,0,1,Pf3D7_14_v3,35796,185202,149406
SMI015-K03-B02-M02,0,1,Pf3D7_14_v3,201791,3254381,3052590
SMI016-K03-B02-M01,0,1,Pf3D7_01_v3,95518,178474,82956
SMI016-K03-B02-M01,0,1,Pf3D7_01_v3,487895,567657,79762
SMI016-K03-B02-M01,0,1,Pf3D7_02_v3,109248,805840,696592
SMI016-K03-B02-M01,0,1,Pf3D7_03_v3,414983,654721,239738
SMI016-K03-B02-M01,0,1,Pf3D7_03_v3,849850,1002946,153096
SMI016-K03-B02-M01,0,1,Pf3D7_04_v3,91817,883380,791563
SMI016-K03-B02-M01,0,1,Pf3D7_04_v3,999012,1143965,144953
SMI016-K03-B02-M01,0,1,Pf3D7_05_v3,39872,198958,159086
SMI016-K03-B02-M01,0,1,Pf3D7_05_v3,350957,1308825,957868
SMI016-K03-B02-M01,0,1,Pf3D7_07_v3,900965,1380526,479561
SMI016-K03-B02-M01,0,1,Pf3D7_08_v3,75691,83708,8017
SMI016-K03-B02-M01,0,1,Pf3D7_08_v3,666328,1278610,612282
SMI016-K03-B02-M01,0,1,Pf3D7_10_v3,1254230,1410916,156686
SMI016-K03-B02-M01,0,1,Pf3D7_11_v3,115512,1887740,1772228
SMI016-K03-B02-M01,0,1,Pf3D7_12_v3,803229,907264,104035
SMI016-K03-B02-M01,0,1,Pf3D7_13_v3,2478581,2575636,97055
SMI016-K03-B02-M01,0,1,Pf3D7_14_v3,1396018,3255607,1859589
SMI017-K03-B02-M03,0,1,Pf3D7_01_v3,95518,567657,472139
SMI017-K03-B02-M03,0,1,Pf3D7_02_v3,109248,297229,187981
SMI017-K03-B02-M03,0,1,Pf3D7_02_v3,468251,862030,393779
SMI017-K03-B02-M03,0,1,Pf3D7_03_v3,71040,183105,112065
SMI017-K03-B02-M03,0,1,Pf3D7_03_v3,414967,878750,463783
SMI017-K03-B02-M03,0,1,Pf3D7_04_v3,255939,830755,574816
SMI017-K03-B02-M03,0,1,Pf3D7_04_v3,999012,1143965,144953
SMI017-K03-B02-M03,0,1,Pf3D7_05_v3,39872,561244,521372
SMI017-K03-B02-M03,0,1,Pf3D7_05_v3,683316,1038517,355201
SMI017-K03-B02-M03,0,1,Pf3D7_05_v3,1043303,1187921,144618
SMI017-K03-B02-M03,0,1,Pf3D7_05_v3,1204155,1321074,116919
SMI017-K03-B02-M03,0,1,Pf3D7_06_v3,74373,690352,615979
SMI017-K03-B02-M03,0,1,Pf3D7_06_v3,796597,1111651,315054
SMI017-K03-B02-M03,0,1,Pf3D7_06_v3,1283406,1294070,10664
SMI017-K03-B02-M03,0,1,Pf3D7_07_v3,77194,376423,299229
SMI017-K03-B02-M03,0,1,Pf3D7_07_v3,465579,1380526,914947
SMI017-K03-B02-M03,0,1,Pf3D7_08_v3,75691,1364499,1288808
SMI017-K03-B02-M03,0,1,Pf3D7_09_v3,82153,888810,806657
SMI017-K03-B02-M03,0,1,Pf3D7_10_v3,113505,1254230,1140725
SMI017-K03-B02-M03,0,1,Pf3D7_10_v3,1318156,1570149,251993
SMI017-K03-B02-M03,0,1,Pf3D7_11_v3,110641,474387,363746
SMI017-K03-B02-M03,0,1,Pf3D7_11_v3,1294584,1749819,455235
SMI017-K03-B02-M03,0,1,Pf3D7_12_v3,122749,2155095,2032346
SMI017-K03-B02-M03,0,1,Pf3D7_13_v3,77901,1103578,1025677
SMI017-K03-B02-M03,0,1,Pf3D7_13_v3,1891015,2788579,897564
SMI017-K03-B02-M03,0,1,Pf3D7_14_v3,35796,2451029,2415233
SMI017-K03-B02-M03,0,1,Pf3D7_14_v3,2873645,3255607,381962
SMI021-K03-B02-M01,0,1,Pf3D7_02_v3,371009,414955,43946
SMI021-K03-B02-M01,0,1,Pf3D7_03_v3,118956,615424,496468
SMI021-K03-B02-M01,0,1,Pf3D7_04_v3,255939,891051,635112
SMI021-K03-B02-M01,0,1,Pf3D7_04_v3,1142167,1143965,1798
SMI021-K03-B02-M01,0,1,Pf3D7_05_v3,39872,92675,52803
SMI021-K03-B02-M01,0,1,Pf3D7_05_v3,1043303,1217053,173750
SMI021-K03-B02-M01,0,1,Pf3D7_06_v3,304643,542924,238281
SMI021-K03-B02-M01,0,1,Pf3D7_06_v3,1111651,1269174,157523
SMI021-K03-B02-M01,0,1,Pf3D7_07_v3,619957,884384,264427
SMI021-K03-B02-M01,0,1,Pf3D7_07_v3,1058754,1234265,175511
SMI021-K03-B02-M01,0,1,Pf3D7_08_v3,1278610,1325177,46567
SMI021-K03-B02-M01,0,1,Pf3D7_09_v3,123040,723918,600878
SMI021-K03-B02-M01,0,1,Pf3D7_11_v3,265114,1986200,1721086
SMI021-K03-B02-M01,0,1,Pf3D7_12_v3,749219,1670700,921481
SMI021-K03-B02-M01,0,1,Pf3D7_14_v3,3125881,3255607,129726
SMI023-K03-B01-M02,0,1,Pf3D7_01_v3,95518,496106,400588
SMI023-K03-B01-M02,0,1,Pf3D7_01_v3,516312,529726,13414
SMI023-K03-B01-M02,0,1,Pf3D7_02_v3,372420,503316,130896
SMI023-K03-B01-M02,0,1,Pf3D7_02_v3,630545,646122,15577
SMI023-K03-B01-M02,0,1,Pf3D7_02_v3,805840,862030,56190
SMI023-K03-B01-M02,0,1,Pf3D7_03_v3,71040,1002946,931906
SMI023-K03-B01-M02,0,1,Pf3D7_04_v3,91817,140510,48693
SMI023-K03-B01-M02,0,1,Pf3D7_04_v3,255939,796416,540477
SMI023-K03-B01-M02,0,1,Pf3D7_05_v3,921466,931606,10140
SMI023-K03-B01-M02,0,1,Pf3D7_05_v3,1204155,1217053,12898
SMI023-K03-B01-M02,0,1,Pf3D7_06_v3,184028,202296,18268
SMI023-K03-B01-M02,0,1,Pf3D7_06_v3,542221,1241113,698892
SMI023-K03-B01-M02,0,1,Pf3D7_06_v3,1269383,1283913,14530
SMI023-K03-B01-M02,0,1,Pf3D7_07_v3,420336,480458,60122
SMI023-K03-B01-M02,0,1,Pf3D7_07_v3,619957,1380526,760569
SMI023-K03-B01-M02,0,1,Pf3D7_08_v3,75691,781506,705815
SMI023-K03-B01-M02,0,1,Pf3D7_08_v3,801085,1364499,563414
SMI023-K03-B01-M02,0,1,Pf3D7_09_v3,82153,1472334,1390181
SMI023-K03-B01-M02,0,1,Pf3D7_10_v3,70764,1513542,1442778
SMI023-K03-B01-M02,0,1,Pf3D7_11_v3,186489,1294584,1108095
SMI023-K03-B01-M02,0,1,Pf3D7_12_v3,718550,1397156,678606
SMI023-K03-B01-M02,0,1,Pf3D7_12_v3,1670700,2155095,484395
SMI023-K03-B01-M02,0,1,Pf3D7_13_v3,77901,106161,28260
SMI023-K03-B01-M02,0,1,Pf3D7_13_v3,305484,341070,35586
SMI023-K03-B01-M02,0,1,Pf3D7_13_v3,367468,1359289,991821
SMI023-K03-B01-M02,0,1,Pf3D7_13_v3,1595988,1891015,295027
SMI023-K03-B01-M02,0,1,Pf3D7_13_v3,1976438,2788579,812141
SMI023-K03-B01-M02,0,1,Pf3D7_14_v3,35796,918720,882924
SMI023-K03-B01-M02,0,1,Pf3D7_14_v3,1159875,2929017,1769142
SMI023-K03-B01-M02,0,1,Pf3D7_14_v3,3084224,3255607,171383
SMI023-K03-B01-M02,0,2,Pf3D7_01_v3,95518,513707,418189
SMI023-K03-B01-M02,0,2,Pf3D7_01_v3,516312,529726,13414
SMI023-K03-B01-M02,0,2,Pf3D7_02_v3,372420,503316,130896
SMI023-K03-B01-M02,0,2,Pf3D7_02_v3,630545,646122,15577
SMI023-K03-B01-M02,0,2,Pf3D7_02_v3,843180,862030,18850
SMI023-K03-B01-M02,0,2,Pf3D7_03_v3,71040,170475,99435
SMI023-K03-B01-M02,0,2,Pf3D7_04_v3,140510,255939,115429
SMI023-K03-B01-M02,0,2,Pf3D7_04_v3,426436,796416,369980
SMI023-K03-B01-M02,0,2,Pf3D7_05_v3,92221,118209,25988
SMI023-K03-B01-M02,0,2,Pf3D7_05_v3,329613,1038517,708904
SMI023-K03-B01-M02,0,2,Pf3D7_05_v3,1204155,1217053,12898
